varname,groupname,is_derived,adjfactor_type,delay_0,dimensions,value_type,coverage,update_frequency,empty_value,lower_bound,upper_bound,units,data_types,author,birthday,num_comments,description
pe_sp_keydev_BUYBACK_PLAN_CHANGES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1201.0,41.886792452830186,0.0,-42.86,30.03,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. BUYBACK_PLAN_CHANGE: When the company announces changes to its plan terms (e.g.
pe_sp_keydev_BUYBACK_TRANCHE_UPDATE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1352.0,4.769862162467518,0.0,-50.62,139.7,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. BUYBACK_TRANCHE_UPDAT: In a buyback transaction
pe_sp_keydev_BUYBACK_TRANSACTION_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1280.0,25.215260545905707,0.0,-28.21,31.5,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. BUYBACK_TRANSACTION_ANNOUNCEMENT: Under the Board authorized plans buyback transactions are announced when Board of Directors authorizes a new program to repurchase company's own equity shares. Buyback plans that are mandated through a Shareholder's meeting (Annual/Extraordinary/ Ordinary General Meeting) are shareholders authorized plan. Such buyback transactions are announced from the date of first repurchase under the shareholders authorization program. The only exception to this is when tender offer has been approved by the shareholders. Announcement of such plans are made from the date of mandated given by the shareholders
pe_sp_keydev_BUYBACK_TRANSACTION_CANCELLATIONS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,223.0,815.0,0.0,0.0,0.05,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. BUYBACK_TRANSACTION_CANCELLATION: When a company cancels or forfeits its earlier announced plans to buy back its equity and has not made any repurchases in the plan
pe_sp_keydev_BUYBACK_TRANSACTION_CLOSINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1272.0,26.39699074074074,0.0,-61.68,60.87,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. BUYBACK_TRANSACTION_CLOSING: When the company concludes the repurchase program. This key development is created when any of the plan terms have been met
pe_sp_keydev_CLIENT_RELATIONS_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1348.0,4.057012301409433,0.0,-44.46,633.19,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. CLIENT_RELATIONS_ANNOUNCEMENT: An announcement of the beginning
pe_sp_keydev_COMPANY_RULES_CHANGES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1299.0,19.121951219512194,0.0,-408.79,27.4,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. COMPANY_RULES_CHANGE: A revision of or a plan to revise the official rules and regulations that govern a corporation's management
pe_sp_keydev_COMPOSITE_UNIT_OFFERINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,572.0,230.02083333333331,0.0,-1.44,0.61,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. COMPOSITE_UNIT_OFFERING: A composite unit is an instrument that derives its value from two or more securities underlying it. These Units are transferable and trade like any other security with the holder of the Unit at times having the option to split the Unit in its underlying components and sell them separately
pe_sp_keydev_CONFERENCE_CALLS_THIRD_PARTY_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1365.0,2.4767441860465116,0.0,-251.8,541.97,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. CONFERENCE_CALLS_THIRD_PART: This pertains to when a company participates in a 'Conference Call' conducted by third parties
pe_sp_keydev_CONFERENCES_INVESTMENT_COMPANIES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1362.0,2.882454799493659,0.0,-492.08,372.78,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. CONFERENCES_INVESTMENT_COMPANIE: Events hosted by investment companies where various companies participate to update analysts
pe_sp_keydev_CORPORATE_GUIDANCE_LOWERED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1161.0,44.94285714285714,0.0,-2.59,17.92,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. CORPORATE_GUIDANCE_LOWERE: An announcement that a company expects operating results to be lower than its previously announced expectations
pe_sp_keydev_CORPORATE_GUIDANCE_NEW_OR_CONFIRMED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1354.0,5.164658818001461,0.0,-36.82,162.56,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. CORPORATE_GUIDANCE_NEW_OR_CONFIRME: An announcement of a company's expected operating results or announcements that the company remains confident of the previously announced earnings results
pe_sp_keydev_CORPORATE_GUIDANCE_RAISED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1244.0,27.0,0.0,-18.36,42.12,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. CORPORATE_GUIDANCE_RAISE: An announcement that a company expects operating results to be higher than its previously announced expectations
pe_sp_keydev_CORPORATE_GUIDANCE_UNUSUAL_EVENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,960.0,56.41421568627451,0.0,-1.12,26.6,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. CORPORATE_GUIDANCE_UNUSUAL_EVENT: An announcement that a company expects impact on operating results due to unusual events like natural calamities
pe_sp_keydev_DEBT_DEFAULTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,303.0,968.0,0.0,0.0,0.11,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DEBT_DEFAULT: Usually companies borrow money
pe_sp_keydev_DEBT_FINANCING_RELATED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1310.0,11.481935483870968,0.0,-81.91,20.56,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DEBT_FINANCING_RELATE: Announcements that a company is raising money through private placement of debentures
pe_sp_keydev_DELAYED_EARNINGS_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,566.0,325.3333333333333,0.0,-0.04,0.25,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DELAYED_EARNINGS_ANNOUNCEMENT: When a company postpones the release of its earnings to the public
pe_sp_keydev_DELAYED_SEC_FILINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1010.0,156.57142857142856,0.0,-1.14,1.96,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DELAYED_SEC_FILING: When a company does not file appropriate corporate documents or filings with the SEC at the appropriate deadline
pe_sp_keydev_DELISTINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1075.0,102.0,0.0,-1.52,2.76,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DELISTING: An announcement that a company's common stock has been or is scheduled to be removed from its primary exchange. Both voluntary delistings
pe_sp_keydev_DERIVATIVE_OR_OTHER_INSTRUMENT_OFFERINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,342.0,93.83333333333334,0.0,-8.86,0.6,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DERIVATIVE_OR_OTHER_INSTRUMENT_OFFERING: The public offering of commodities
pe_sp_keydev_DISCONTINUED_OPERATIONS_OR_DOWNSIZING_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1092.0,46.645502645502646,0.0,-6.39,16.29,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DISCONTINUED_OPERATIONS_OR_DOWNSIZIN: Phasing out of a product line
pe_sp_keydev_DIVIDEND_AFFIRMATIONS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1339.0,5.878787878787879,0.0,-48.86,62.52,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DIVIDEND_AFFIRMATION: When a company reiterates a previous dividend announcement or announces that they are continuing to pay the same dividend that they have paid in the past. It only includes dividends paid in cash
pe_sp_keydev_DIVIDEND_CANCELLATION_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,655.0,190.4,0.0,-0.27,0.22,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DIVIDEND_CANCELLATIO: When a company cancels an already announced dividend or suspends or omits to pay a dividend
pe_sp_keydev_DIVIDEND_DECREASES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1085.0,77.93103448275862,0.0,-5.07,1.87,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DIVIDEND_DECREASE: When a company either announces that they are going to pay a divided that is lower than was previously announced or announces that they are going to pay a lower dividend than they have paid in the past. It only includes dividends paid in cash
pe_sp_keydev_DIVIDEND_INCREASES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1291.0,12.882051282051282,0.0,-139.16,213.96,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DIVIDEND_INCREASE: When a company announces that they are going to pay a divided that is higher than was previously announced
pe_sp_keydev_DIVIDEND_INITIATION_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,791.0,258.4,0.0,-0.46,0.71,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. DIVIDEND_INITIATIO: When a company announces its maiden dividend or reinitiates dividend payment after at least five (5) years without paying dividends
pe_sp_keydev_EARNIGS_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1370.0,4.257186211635364,0.0,-266.97,59.4,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EARNIGS_ANNOUNCEMENT: Announcements of quarterly
pe_sp_keydev_EARNINGS_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1365.0,4.551515151515152,0.0,-139.16,123.34,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EARNINGS_CALL: This pertains to when a company conducts a 'Conference Call' to discuss its quarterly
pe_sp_keydev_EARNINGS_RELEASE_DATE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1364.0,4.519277341857987,0.0,-34.46,123.34,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EARNINGS_RELEASE_DAT: Future dates when Earnings are going to be announced
pe_sp_keydev_ESTIMATED_EARNINGS_RELEASE_DATE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1103.0,15.333333333333334,0.0,-3.71,6.3,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. ESTIMATED_EARNINGS_RELEASE_DAT: Estimated future dates of Earnings release. It is auto-generated based on historical earnings announcements dates
pe_sp_keydev_EX_DIV_DATE_REGULAR_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1351.0,4.830152671755725,0.0,-70.66,82.41,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EX_DIV_DATE_REGULA: The first day of the ex-dividend period for a periodically recurring dividend. An investor who does not own the stock before this date is not eligible to receive the dividend
pe_sp_keydev_EX_DIV_DATE_SPECIAL_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1038.0,73.73809523809524,0.0,-2.12,8.68,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EX_DIV_DATE_SPECIA: The first day of the ex-dividend period for a non-periodic dividend. An investor who does not own the stock before this date is not eligible to receive the dividend
pe_sp_keydev_EXCHANGE_CHANGES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,609.0,330.3333333333333,0.0,-0.06,0.22,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EXCHANGE_CHANGE: When a company moves from one primary stock exchange to another
pe_sp_keydev_EXECUTIVE_CHANGES_CEO_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1243.0,34.0,0.0,-27.87,9.81,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EXECUTIVE_CHANGES_CE: A change in executive level CEO position within a firm
pe_sp_keydev_EXECUTIVE_CHANGES_CFO_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1274.0,27.510824995899622,0.0,-133.94,40.58,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EXECUTIVE_CHANGES_CF: A change in executive level CFO position within a firm
pe_sp_keydev_EXECUTIVE_CHANGES_OTHER_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1368.0,3.443237947352854,0.0,-82.01,121.13,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. EXECUTIVE_CHANGES_OTHE: Either a change in the membership of an elected board of directors whose members serve terms or changes in executive level positions within a firm
pe_sp_keydev_FISCAL_YEAR_CHANGES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,534.0,416.0,0.0,-0.04,0.09,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. FISCAL_YEAR_CHANGE: When a company redefines the end of its annual reporting period
pe_sp_keydev_FIXED_INCOME_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,610.0,187.0,0.0,-1.51,0.82,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. FIXED_INCOME_CALL: Quarterly
pe_sp_keydev_FIXED_INCOME_OFFERINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1310.0,7.0077614379084965,0.0,-411.06,1453.85,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. FIXED_INCOME_OFFERING: Public Offering of debentures
pe_sp_keydev_FOLLOW_ON_EQUITY_OFFERINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1245.0,25.90909090909091,0.0,-30.47,124.54,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. FOLLOW_ON_EQUITY_OFFERING: An offering of additional shares of equity to the public by a company following the company's initial public offering (IPO)
pe_sp_keydev_GUIDANCE_OR_UPDATE_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,911.0,172.16666666666666,0.0,-1.39,0.61,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. GUIDANCE_OR_UPDATE_CALL: This pertains to when a company conducts a 'Conference Call' to discuss its guidance and expectations for the future periods or to update its shareholders
pe_sp_keydev_HALT_OR_RESUME_OPERATIONS_UNUSUAL_EVENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,975.0,97.2,0.0,-272.26,29.4,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. HALT_OR_RESUME_OPERATIONS_UNUSUAL_EVENT: Announcements pertaining to halt or resume of operations due to unusual events like natural calamities
pe_sp_keydev_IMPAIRMENTS_OR_WRITE_OFFS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1263.0,25.901960784313726,0.0,-16.93,14.66,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. IMPAIRMENTS_OR_WRITE_OFF: A reduction in the value of an asset or earnings by the amount of an expense or loss. This is usually reduced because of poorly estimated losses or gains. Generally companies write off their assets to ensure that their assets are not overstated in the financial statements. Whenever a company recognizes an impairment loss
pe_sp_keydev_INDEX_CONSTITUENT_ADDS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1267.0,43.86363636363637,0.0,-154.15,275.95,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INDEX_CONSTITUENT_ADD: An index announcement that a company has been added to an index is taken as per the date when the change is effective and not announced
pe_sp_keydev_INDEX_CONSTITUENT_DROPS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1250.0,65.25,0.0,-86.34,34.4,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INDEX_CONSTITUENT_DROP: An announcement that a company has been removed from a stock index as per the date when the change is effective and not announced
pe_sp_keydev_INTERIM_STATEMENT_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,142.0,471.0,0.0,0.0,0.15,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INTERIM_STATEMENT_CALL: A conference call conducted by the company to discuss its periodic interim management statement
pe_sp_keydev_INTERIM_STATEMENT_RELEASE_DATE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,160.0,818.1666666666667,0.0,0.0,0.14,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INTERIM_STATEMENT_RELEASE_DAT: Scheduled release date of periodic Interim Management Statement
pe_sp_keydev_INTERIM_STATEMENTS_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,157.0,817.3333333333334,0.0,0.0,0.15,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INTERIM_STATEMENTS_ANNOUNCEMENT: Announcements of periodic Interim Management Statement
pe_sp_keydev_INVESTOR_ACTIVISM_ACTIVIST_COMMUNICATION_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1180.0,29.483333333333334,0.0,-25.74,82.76,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_ACTIVIST_COMMUNICATIO: Any type of communication from the Activist (firm/person) to a Target firm or Shareholders of the Target on activism agendas. Usually communication is made through SEC filings
pe_sp_keydev_INVESTOR_ACTIVISM_AGREEMENT_RELATED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,916.0,228.33333333333334,0.0,-26.72,1.94,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_AGREEMENT_RELATE: Any agreements entered into between Activist and Target related to a campaign. These include Settlement Offers either by Target/Activist
pe_sp_keydev_INVESTOR_ACTIVISM_FINANCING_RELATED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,159.0,594.0,0.0,0.0,1.21,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_FINANCING_RELATE: When an Activist offers financing to Target or Target lenders during a campaign and/or with an activism agenda
pe_sp_keydev_INVESTOR_ACTIVISM_NOMINATION_RELATED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,880.0,202.33333333333334,0.0,-2.36,0.31,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_NOMINATION_RELATE: Disclosure of nomination related information either by the Target or Activist. These include intent/notice of nominations to the Board by Activist
pe_sp_keydev_INVESTOR_ACTIVISM_PROPOSAL_RELATED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1128.0,25.207859848484848,0.0,-57.72,452.56,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_PROPOSAL_RELATE: All shareholder proposal related information
pe_sp_keydev_INVESTOR_ACTIVISM_PROXY_RELATED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1177.0,19.925,0.0,-56.2,452.56,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_PROXY_RELATE: Covering Proxy fight related information
pe_sp_keydev_INVESTOR_ACTIVISM_SUPPORTING_STATEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,942.0,119.72619047619048,0.0,-9.09,1.52,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_SUPPORTING_STATEMENT: Including the statements issued by Independent Proxy Advisors
pe_sp_keydev_INVESTOR_ACTIVISM_TARGET_COMMUNICATION_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1105.0,39.70454545454545,0.0,-18.93,51.04,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. INVESTOR_ACTIVISM_TARGET_COMMUNICATIO: All communications from the Target firm to Activist or Shareholders of the Target on activism agendas. Usually communication is made through SEC filings
pe_sp_keydev_IPO_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,829.0,210.33333333333334,0.0,-1.92,1.13,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. IP: Initial Public Offering: The first sale of stock to the public by a company
pe_sp_keydev_LABOUR_RELATED_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,946.0,62.65,0.0,-3.23,1.97,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. LABOUR_RELATED_ANNOUNCEMENT: Various announcements pertaining to the labor force of a particular company
pe_sp_keydev_LAWSUITS_LEGAL_ISSUES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1279.0,17.379310344827587,0.0,-22.84,12.68,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. LAWSUITS_LEGAL_ISSUE: This pertains to actions or suits brought before a court against the company
pe_sp_keydev_LEGAL_STRUCTURE_CHANGES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,420.0,668.0,0.0,-0.03,0.38,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. LEGAL_STRUCTURE_CHANGE: When a company changes the legal structure of the business. For example: A limited liability company becomes a joint stock company
pe_sp_keydev_LOCK_UP_PERIOD_END_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1189.0,69.36363636363636,0.0,-289.54,49.46,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. LOCK_UP_PERIOD_EN: The end of a time period in which an investment may not be sold. In conjunction with a Public Offering
pe_sp_keydev_MA_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1214.0,43.11896551724138,0.0,-8.46,3.3,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. MA_CALL: Merger & Acquisition Call: This pertains to when a company conducts a 'Conference Call' to discuss or to update its shareholders
pe_sp_keydev_MA_RUMORS_DISCUSSIONS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1293.0,11.428571428571429,0.0,-31.97,24.53,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. MA_RUMORS_DISCUSSION: Merger & Acquisition Rumors and Discussions: This development pertains to rumors and confirmed announcements for potential or initial talks for a merger
pe_sp_keydev_MA_TRANSACTION_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1330.0,9.174242424242424,0.0,-559.03,107.84,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. MA_TRANSACTION_ANNOUNCEMENT: Merger & Acquisition Transactions Announcements: The announcement of the combining of two or more entities into one through a purchase acquisition
pe_sp_keydev_MA_TRANSACTION_CANCELLATIONS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1144.0,74.15555555555557,0.0,-33.57,21.97,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. MA_TRANSACTION_CANCELLATION: Merger & Acquisition Transaction Cancellation: The cancellation of an announced transaction between two or more entities seeking to combine into one through a purchase acquisition
pe_sp_keydev_MA_TRANSACTION_CLOSINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1342.0,6.079886722866175,0.0,-413.53,121.33,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. MA_TRANSACTION_CLOSING: Merger & Acquisition Transaction Closings: The finalized transaction which legally outlines the terms of the combination of two or more entities into one through a purchase acquisition
pe_sp_keydev_NAME_CHANGES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,927.0,247.44444444444446,0.0,-2.63,0.46,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. NAME_CHANGE: When the company changes its name
pe_sp_keydev_OPERATING_RESULTS_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1163.0,26.620689655172413,0.0,-39.71,11.46,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. OPERATING_RESULTS_ANNOUNCEMENT: Announcements of quarterly
pe_sp_keydev_OPERATING_RESULTS_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,420.0,478.0,0.0,-0.09,0.19,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. OPERATING_RESULTS_CALL: A conference call conducted by the company to discuss its quarterly
